count;dtLSM
1141;780
1142;780
1143;896
1144;779
1145;779
1146;897
1147;778
1148;778
1149;1006
1150;780
1151;778
1152;1004
1153;781
1154;779
1155;1003
1156;778
1157;895
1158;1003
1159;778
1160;897
1161;1004
1162;779
1163;896
1164;1004
1165;779
1166;897
1167;1004
1168;779
1169;896
1170;1004
1171;779
1172;897
1173;779
1174;779
1175;893
1176;779
1177;779
1178;1006
1179;778
1180;896
1181;801
1182;827
1183;930
1184;780
1185;894
1186;782
1187;780
1188;930
1189;782
1190;783
1191;1006
1192;782
1193;897
1194;1003
1195;780
1196;896
1197;1013
1198;778
1199;907
1200;1003
1201;780
1202;896
1203;1005
1204;777
1205;901
1206;1004
1207;781
1208;896
1209;817
1210;779
1211;898
1212;779
1213;780
1214;896
1215;780
1216;778
1217;1009
1218;778
1219;778
1220;1005
1221;779
1222;780
1223;1006
1224;781
1225;898
1226;1002
1227;780
1228;895
1229;976
1230;779
1231;1005
1232;781
1233;778
1234;1008
1235;778
1236;894
1237;1002
1238;778
1239;902
1240;1008
1241;779
1242;896
1243;1004
1244;779
1245;889
1246;1003
1247;780
1248;896
1249;974
1250;780
1251;1005
1252;781
1253;897
1254;1004
1255;779
1256;896
1257;1002
1258;780
1259;897
1260;1005
1261;779
1262;896
1263;1005
1264;779
1265;896
1266;780
1267;780
1268;897
1269;779
1270;804
1271;897
1272;778
1273;785
1274;1004
1275;780
1276;779
1277;1004
1278;813
1279;780
1280;1014
1281;779
1282;887
1283;1004
1284;780
1285;897
1286;994
1287;779
1288;898
1289;1005
1290;781
1291;896
1292;1007
1293;778
1294;896
1295;1003
1296;781
1297;896
1298;1005
1299;782
1300;897
1301;781
1302;780
1303;899
1304;782
1305;779
1306;897
1307;779
1308;779
1309;1003
1310;780
1311;828
1312;800
1313;778
1314;897
1315;779
1316;778
1317;895
1318;780
1319;779
1320;1005
1321;779
1322;778
1323;1005
1324;780
1325;778
1326;1006
1327;780
1328;980
1329;781
1330;779
1331;1009
1332;780
1333;780
1334;1006
1335;779
1336;779
1337;1002
1338;779
1339;897
1340;1003
1341;780
1342;897
1343;1007
1344;779
1345;895
1346;1003
1347;781
1348;895
1349;1007
1350;779
1351;859
1352;780
1353;778
1354;898
1355;778
1356;780
1357;892
1358;779
1359;781
1360;1005
1361;780
1362;777
1363;1004
1364;779
1365;780
1366;1006
1367;780
1368;779
1369;813
1370;779
1371;929
1372;779
1373;780
1374;1005
1375;782
1376;778
1377;1010
1378;778
1379;779
1380;1004
1381;780
1382;891
1383;1007
1384;779
1385;898
1386;1004
1387;780
1388;895
1389;1003
1390;779
1391;905
1392;1011
1393;780
1394;899
1395;1005
1396;778
1397;901
1398;780
1399;780
1400;896
1401;780
1402;778
1403;909
1404;779
1405;778
1406;1003
1407;781
1408;779
1409;982
1410;779
1411;779
1412;1005
1413;779
1414;779
1415;1004
1416;779
1417;896
1418;1003
1419;780
1420;896
1421;986
1422;778
1423;899
1424;1005
1425;779
1426;898
1427;1004
1428;780
1429;895
1430;1021
1431;780
1432;897
1433;779
1434;779
1435;1007
1436;780
1437;896
1438;1018
1439;779
1440;897
1441;1005
1442;779
1443;896
1444;780
1445;777
1446;887
1447;779
1448;796
1449;898
1450;795
1451;778
1452;1003
1453;779
1454;782
1455;1004
1456;781
1457;779
1458;826
1459;779
1460;887
1461;779
1462;782
1463;1005
1464;779
1465;778
1466;1012
1467;780
1468;779
1469;1007
1470;780
1471;897
1472;1018
1473;997
1474;830
1475;5096
1476;1275
1477;841
1478;975
1479;960
1480;784
1481;900
1482;791
1483;988
1484;938
1485;826
1486;803
1487;787
1488;780
1489;930
1490;781
1491;782
1492;789
1493;783
1494;895
1495;778
1496;779
1497;898
1498;784
1499;780
1500;1004
1501;793
1502;783
1503;1007
1504;780
1505;780
1506;1005
1507;780
1508;778
1509;784
1510;780
1511;1007
1512;778
1513;780
1514;971
1515;780
1516;779
1517;1006
1518;780
1519;899
1520;1005
1521;779
1522;896
1523;1006
1524;779
1525;899
1526;1004
1527;778
1528;897
1529;1004
1530;779
1531;898
1532;1004
1533;780
1534;897
1535;1004
1536;777
1537;895
1538;779
1539;779
1540;895
1541;778
1542;778
1543;895
1544;780
1545;780
1546;782
1547;779
1548;896
1549;780
1550;828
1551;891
1552;779
1553;897
1554;1004
1555;781
1556;896
1557;1005
1558;778
1559;895
1560;783
1561;897
1562;1005
1563;779
1564;896
1565;1004
1566;779
1567;896
1568;985
1569;780
1570;944
1571;780
1572;779
1573;896
1574;778
1575;778
1576;897
1577;779
1578;774
1579;1003
1580;801
1581;779
1582;1005
1583;779
1584;781
1585;1006
1586;780
1587;897
1588;1012
1589;778
1590;897
1591;1004
1592;779
1593;897
1594;1008
1595;779
1596;897
1597;1004
1598;818
